Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,Tissue,AssemblyName
SRR19330505,day 6,OTHER,126,6081277734,ATCC,PRJNA831566,SAMN28561243,Human,1872922719,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX15390222,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_48_S72_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330506,day 6,OTHER,126,741889512,ATCC,PRJNA831566,SAMN28561243,Human,220161902,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX15390221,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_5_S5_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330507,day 6,OTHER,126,6025364604,ATCC,PRJNA831566,SAMN28561243,Human,1888097665,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX15390220,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_48_S72_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330508,day 6,OTHER,126,6004463220,ATCC,PRJNA831566,SAMN28561243,Human,1870690391,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX15390219,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_48_S72_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330509,day 6,OTHER,126,8779625568,ATCC,PRJNA831566,SAMN28561243,Human,2779778445,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15390218,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_48_S96_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330510,day 6,OTHER,126,8782124400,ATCC,PRJNA831566,SAMN28561243,Human,2733694638,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX15390217,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_48_S96_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330511,day 6,OTHER,126,8677426338,ATCC,PRJNA831566,SAMN28561243,Human,2690937276,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15390216,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_48_S96_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330512,day 6,OTHER,126,8746136406,ATCC,PRJNA831566,SAMN28561243,Human,2731318504,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15390215,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_48_S96_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330513,day 6,OTHER,126,1604112804,ATCC,PRJNA831566,SAMN28561243,Human,470627827,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX15390214,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_47_S47_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330514,day 6,OTHER,126,1653715854,ATCC,PRJNA831566,SAMN28561243,Human,481362190,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX15390213,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_47_S47_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330515,day 6,OTHER,126,1628686458,ATCC,PRJNA831566,SAMN28561243,Human,482502876,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX15390212,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_47_S47_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330516,day 6,OTHER,126,1674684396,ATCC,PRJNA831566,SAMN28561243,Human,488557068,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX15390211,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_47_S47_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330517,day 6,OTHER,126,753147486,ATCC,PRJNA831566,SAMN28561243,Human,219568571,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX15390210,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_5_S5_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330520,day 6,OTHER,126,3812157216,ATCC,PRJNA831566,SAMN28561243,Human,1198513264,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15390207,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_47_S71_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330521,day 6,OTHER,126,3830345820,ATCC,PRJNA831566,SAMN28561243,Human,1210953680,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15390206,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_47_S71_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330523,day 6,OTHER,126,4190147010,ATCC,PRJNA831566,SAMN28561243,Human,1339876643,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX15390204,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_47_S95_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330524,day 6,OTHER,126,4179799512,ATCC,PRJNA831566,SAMN28561243,Human,1313810840,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX15390203,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_47_S95_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330525,day 6,OTHER,126,4132048536,ATCC,PRJNA831566,SAMN28561243,Human,1293541276,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX15390202,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_47_S95_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330526,day 6,OTHER,126,6127959726,ATCC,PRJNA831566,SAMN28561243,Human,1932929041,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX15390201,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_41_S65_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330528,day 6,OTHER,126,6106088016,ATCC,PRJNA831566,SAMN28561243,Human,1915015656,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX15390199,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_41_S65_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330529,day 6,OTHER,126,6196485582,ATCC,PRJNA831566,SAMN28561243,Human,1921237671,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX15390198,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_41_S65_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330530,day 6,OTHER,126,7060929876,ATCC,PRJNA831566,SAMN28561243,Human,2221610643,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX15390197,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_41_S89_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330532,day 6,OTHER,126,7062265854,ATCC,PRJNA831566,SAMN28561243,Human,2215199074,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15390195,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_41_S89_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330533,day 6,OTHER,126,6984936756,ATCC,PRJNA831566,SAMN28561243,Human,2181902155,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15390194,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_41_S89_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330534,day 6,OTHER,126,6911976456,ATCC,PRJNA831566,SAMN28561243,Human,2179485285,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15390193,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_5_S53_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330535,day 6,OTHER,126,1743047838,ATCC,PRJNA831566,SAMN28561243,Human,513682646,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX15390192,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_40_S40_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330536,day 6,OTHER,126,1768902912,ATCC,PRJNA831566,SAMN28561243,Human,526366342,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15390191,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_40_S40_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330538,day 6,OTHER,126,1794404430,ATCC,PRJNA831566,SAMN28561243,Human,524500488,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX15390189,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_40_S40_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330539,day 6,OTHER,126,6421726584,ATCC,PRJNA831566,SAMN28561243,Human,2010362754,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX15390188,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_40_S64_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330540,day 6,OTHER,126,6503486472,ATCC,PRJNA831566,SAMN28561243,Human,2001109720,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX15390187,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_40_S64_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330541,day 6,OTHER,126,6436641078,ATCC,PRJNA831566,SAMN28561243,Human,2015226586,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX15390186,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_40_S64_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330542,day 6,OTHER,126,6409148382,ATCC,PRJNA831566,SAMN28561243,Human,1994988831,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX15390185,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_40_S64_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330543,day 6,OTHER,126,8330484582,ATCC,PRJNA831566,SAMN28561243,Human,2598676535,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX15390184,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_40_S88_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330544,day 6,OTHER,126,8240266440,ATCC,PRJNA831566,SAMN28561243,Human,2552513585,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX15390183,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_40_S88_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330546,day 6,OTHER,126,8335623366,ATCC,PRJNA831566,SAMN28561243,Human,2636632783,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX15390181,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_40_S88_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330548,day 6,OTHER,126,793551906,ATCC,PRJNA831566,SAMN28561243,Human,233696462,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX15390179,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_39_S39_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330549,day 6,OTHER,126,803431440,ATCC,PRJNA831566,SAMN28561243,Human,238938634,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX15390178,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_39_S39_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330550,day 6,OTHER,126,5778204642,ATCC,PRJNA831566,SAMN28561243,Human,1800530609,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15390177,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_27_S75_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330551,day 6,OTHER,126,5826322278,ATCC,PRJNA831566,SAMN28561243,Human,1828864151,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15390176,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_27_S75_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
